"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"Open-concept studio unit in the basement of a bungalow, situated in a central Ottawa neighbourhood. Covered entrance is shared between this unit and one other. Convenient self check-in/check-out allows maximum flexibility. Free on-street parking year round. Accommodates 3 adults, 2 children  & a baby in a crib. <br />Please note: We live upstairs with young kids. While we do our best to minimize the noise from the kids, you will likely hear them running around and playing.<br /><br /><b>The space</b><br />The unit is self contained and is yours to use, we hope you’ll feel at home. The entrance is shared. Bed linens and towels are provided. The kitchen comes with a small fridge and toaster oven , microwave, and assorted small appliances for your convenience.<br />We live upstairs with young kids. While we do our best to minimize the noise from the kids, you will likely hear them running around and playing.  Please only book our place if you do not mind the sounds of children being child","Convenient location, close to major bus routes and tourist attractions, including  the Experimental Farm, the Arboretum, Rideau Canal and Dow’s Lake, Hogs Back Lock station, Parliament, and museums. Very close to hospitals, (Civic, Royal) and Carleton university.","within an hour","100%","99%","t","",2,2,"t","t","River",NA,45.37648,-75.7302,"Entire guest suite","Entire home/apt",6,NA,1,3,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""High chair"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Babysitter recommendations"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove""]","$55.00",1,1125,"t",60,48,3,"2019-12-25","2021-02-09",97,10,10,10,10,10,10,"t",2,2,0,4.32
"Room close to everything 6 Km to downtown, 2.2 km to Canada Aviation and Space Museum, 4.5 Km to Canada Science and Technology Museum, 4.6 to Canada Museum of History etc. Close to restaurants, Cafes, Walmart and public transportation (train and buses)","","N/A","N/A","N/A","f","",1,1,"t","f","Rideau-Rockcliffe",NA,45.44372,-75.62592,"Private room in house","Private room",2,NA,1,1,"[""Wifi"", ""Heating"", ""Long term stays allowed"", ""Hangers"", ""Kitchen""]","$35.00",2,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,NA
"Very nice, cozy, warm, sunny 3 bedrooms apartment. Well located, close from the university, the canal (iceskating!!), the river (wonderful walks), etc. You will have access also to a wonderful living room with a piano and many books, a terrific sunny balcony, a bathroom and a well equipped kitchen.","","N/A","N/A","N/A","f","",4,4,"t","t","Rideau-Vanier",NA,45.42395,-75.67427,"Entire condominium","Entire home/apt",5,NA,3,3,"[""Essentials"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Iron"", ""Long term stays allowed"", ""Shampoo"", ""Hangers"", ""Kitchen"", ""Dedicated workspace""]","$125.00",10,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",4,1,3,NA
"Located in Westboro neighborhood (one of the unique areas of Ottawa), 5 min walking to Westboro beach, 10 min driving to downtown (ByWard Market, Parliament...) , very close to shops, boutiques, and restaurants. <br />Enjoy the bright bedrooms, cozy living areas with fireplace. The house has been renovated recently. This property is suitable for families up to 6 people and offers everything you need for the perfect stay/vacation! <br />No party, no pets and no smoking please.","","N/A","N/A","100%","f","",0,0,"t","f","Kitchissippi",NA,45.39673,-75.7571,"Entire house","Entire home/apt",6,NA,3,4,"[""Essentials"", ""TV"", ""Free street parking"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$156.00",30,1125,"t",7,5,0,"2020-01-01","2020-08-15",80,9,7,9,9,10,8,"f",1,1,0,0.51
"this is the basement of the house.the room is big and very clean. the main floor is also available on Airbnb and there are usually  guests ,the neighbourhood is very quiet. it's a 2 minute walk to a plaza that has a bank,mcdonalds,shoppers, baskin robbins etc.it's a 15  minute  drive to Downtown Ottawa and 5 minute drive to  Ottawa river and Britannia  beach .","","within an hour","100%","100%","f","",0,0,"t","t","Bay",NA,45.35984,-75.78808,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Private entrance"", ""Long term stays allowed"", ""Shampoo"", ""Hangers"", ""Fire extinguisher""]","$80.00",1,45,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",2,1,1,NA
"Located in a quiet neighborhood in Ottawa East. Only 3-minute drive from the Hornet's Nest and the Superdome Sports Centre. A short 11-minute drive to downtown Ottawa! Close to plenty of restaurants, grocery stores, and Blackburn Shopping Centre. Bus stop is at the door. There is shared bathroom, kitchen and living room available for your convenience. Shared laundry and recreational rooms in the basement are also available.<br /><br /><b>The space</b><br />The private room is very large with plenty of natural light","My home is located in the safest neighbourhood of Ottawa","within an hour","100%","100%","t","",8,8,"t","t","Innes",NA,45.43634,-75.57219,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$38.00",2,365,"t",2,2,0,"2020-03-07","2020-03-09",90,9,9,9,9,9,10,"t",8,0,8,0.17
"Located in a quiet neighborhood in Ottawa East. Only 3-minute drive from the Hornet's Nest and the Superdome Sports Centre. A short 11-minute drive to downtown Ottawa! Close to plenty of restaurants, grocery stores, and Blackburn Shopping Centre. Bus stop is at the door. There is shared bathroom, kitchen and living room available for your convenience. Shared laundry and recreational rooms in the basement are also available.<br /><br /><b>The space</b><br />The home is located in the quietest and safest neighbourhood of Ottawa<br /><br /><b>Guest access</b><br />The entrance code shall be provided after confirmation","Family friendly neighbourhood and neighbours are very respectful!","within an hour","100%","100%","t","",8,8,"t","t","Innes",NA,45.4347,-75.57172,"Private room in house","Private room",1,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware""]","$40.00",2,450,"t",4,4,0,"2020-02-18","2020-07-24",85,10,8,10,10,10,10,"t",8,0,8,0.33
"Gleaming hardwood floors and a warm sun filled space. The bright eat-in kitchen with plenty of cabinet and counter space features pictures windows that overlook the rear yard.  Welcome home!<br /><br /><b>The space</b><br />The private room is upstairs labelled Room C","Close to Glen Ogilvie Public School, Emily Carr Middle School, Woodhill Park, Louis Riel, Hornet's Nest and the Superdome Sports Centre.","within an hour","100%","100%","t","",8,8,"t","t","Innes",NA,45.4348,-75.57194,"Private room in house","Private room",1,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Private living room"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$40.00",4,360,"t",16,14,0,"2020-01-05","2020-10-31",96,10,10,10,10,10,10,"t",8,0,8,1.18
"Lovely 1 bedroom basement apartment. Located in a safe & quiet neighborhood.<br /><br />Spacious bed room with 2 beds & closet , TV, Netflix, WiFi , open kitchen with dining table , stove, washing washing and fridge , light cooking allowed (No drinking , no smoking , No Vaping, no pets allowed)<br /><br />Just 7 minutes away from Walamart, Staples, Canadian Tire and other major shopping plazas.<br /><br />You'll get good value for your money! <br /><br />Thanks and we hope you'll enjoy your stay.<br /><br /><b>The space</b><br />Private access to your basement apartment directly from garage door.<br /><br />The space has laminate clean floor, insulated windows & new furniture including:<br /><br />- Queen size bed with new mattress (super comfy).<br /><br />- Breakfast/dining table with 4 chairs.<br /><br />- Full kitchen with stove-top, microwave, fridge, counter-top <br /><br />- Smart TV with Netflix installed and ready. <br /><br />- The place is well heated (in winter) and cold (d","-- Nearby OC Tranpo bus station.<br /><br />-- Just 7 minutes away from Walamart, Staples, Canadian Tire and other major shopping plazas including Barrhaven market place.<br /><br />-- 3 minutes away from Minto Recreation Complex.","within an hour","100%","94%","f","",0,0,"t","f","Barrhaven",NA,45.24482,-75.73357,"Entire apartment","Entire home/apt",3,NA,1,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Shower gel"", ""Ethernet connection"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Room-darkening shades""]","$59.00",1,61,"t",23,8,0,"2019-12-26","2020-04-01",90,9,9,9,9,9,9,"f",1,1,0,1.66
"","","within an hour","92%","99%","f","",4,4,"t","t","Orleans",NA,45.4888,-75.47661,"Private room in condominium","Private room",5,NA,NA,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Breakfast""]","$62.00",1,1125,"t",35,20,2,"2019-12-22","2021-01-29",93,9,9,9,10,10,9,"t",4,3,1,2.5
"Welcome to this modern executive boutique hotel-like condo. It is a two-level open concept loft with 18ft ceiling and impressive 8ft chandelier. Private entryway. Lots of natural sunlight will make you happy all day long. Bus access is right in front of your door or a 10 min uber downtown or to the airport, this location is a hidden gem. Long term rental is available, please message the host.<br /><br /><b>The space</b><br />Newly built, next to a huge park & ravine. It intersects with Merivale road, that has all kinds of shops such as: Farm Boy, Best Buy, Home Sense, Metro, Costco, Harveys ect...Master bedroom has a king-size bed and 2nd bedroom has a twin size bed.<br /><br /><b>Guest access</b><br />Below the condo are businesses such as nail spa, hair salon, dentist, massage, physiotherapy, family doctor, Edward jones financial...<br /><br /><b>Other things to note</b><br />If Murphy bed is needed please advise in advance, as it needs to be set up by the owner properly.","This elegant Condo is located near trails, park, school, shops, T&T Chinese supermarket, Merivale shopping mall & more.","within an hour","100%","100%","f","",2,2,"t","t","Knoxdale-Merivale",NA,45.34561,-75.71166,"Entire condominium","Entire home/apt",2,NA,2,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$125.00",6,1125,"t",12,10,0,"2020-02-02","2020-08-31",100,10,10,10,10,10,10,"t",2,2,0,0.95
"Amidst COVID-19 health concerns, we want to assure that cleanliness and safety is of utmost importance. As such, we are taking extra sanitization precautions. <br /><br />This recently restored 3 + 1 bdrm home is a playful take on the old Victorian home it was back in 1920 - tall ceilings, unique baseboards, heart pine flooring, and old artifacts found during the home renovation displayed on the walls. <br /><br />Walk to Rideau Canal, Little Italy, Landsdowne Park. Steps to convenient stores and dining spots.<br /><br /><b>The space</b><br />Also rated 10/10 Booking.com.<br /><br />Home Features: This home offers a living room, dining room, and supplied kitchen. A coffee and tea bar come included. The spacious master bedroom has storage and a private balcony. The cozy guest bedrooms offer closet and dresser storage. The basement loft comes equipped with laundry, a second full bathroom, foseball table and  double bed. Guests also have private access to the backyard.<br /><br />Guest Ma","You'll feel right at home strolling through Ottawa's leafy and historic Glebe neighbourhood - a lively community just south of Centretown.","N/A","N/A","100%","t","",1,1,"t","t","Capital",NA,45.40201,-75.7001,"Entire townhouse","Entire home/apt",7,NA,4,4,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises"", ""Dishwasher""]","$105.00",1,1125,"t",32,18,0,"2019-12-19","2020-04-18",100,10,10,10,10,10,10,"f",1,1,0,2.27
"Our area is just one ride to go to downtown. 7 minutes from the airport. Shopping area within 10 mins walk. A lot of stores and restaurants nearby. 10 mins drive to Mooney’s bay beach and park. A nice bike trail that leads to airport parkway down the street.<br /><br /><b>Guest access</b><br />Guest can access kitchen and laundry room.","","within an hour","100%","60%","f","",1,1,"t","t","River",NA,45.34714,-75.66248,"Private room in townhouse","Private room",1,NA,1,0,"[""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Bed linens"", ""Heating"", ""Free parking on premises"", ""First aid kit"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Dishes and silverware"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm""]","$30.00",3,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",2,0,2,NA
"Enjoy & relax in this beautiful 5 bedrooms single family home, located in a private enclave in Ottawa! Lovely neighbourhood offering everything from parks, bike paths, running trails, transit, shopping & more. *Minimum stay of 28 days required*","","within an hour","100%","51%","f","",7,7,"t","t","Gloucester-Southgate",NA,45.37477,-75.62012,"Entire house","Entire home/apt",14,NA,5,6,"[""Gym"", ""TV"", ""Free street parking"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Private entrance"", ""Patio or balcony"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Garden or backyard""]","$100.00",3,1125,"t",5,5,0,"2020-03-18","2021-01-03",96,10,9,10,10,10,10,"f",1,1,0,0.45
"Basement apartment in a landlord occupied home. Private entrance with digital keypad for ease of entry and access. <br /><br />Luminous suite near Algonquin College; great transit system. Home is near major bus routes. Short commute to downtown.<br /><br /><b>The space</b><br />Space is modern, spacious, and clean. Great stay for a few weeks to a few months.","Convenient location in College Square. Close to grocery stores, Starbucks, hospitals, and Algonquin College. Close to transportation nodes. Quick ride to downtown.","within a day","50%","41%","f","",1,1,"t","t","College",NA,45.35837,-75.7664,"Private room in apartment","Private room",1,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Breakfast""]","$68.00",1,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,NA
"The fully private Tranquil Studio is located in a townhome where each bedroom is an apartment. The studio has an open concept kitchen, designer walls and filled with snacks such as popcorn, cereals, pancake mix and maple syrup, oatmeal! It's in the east end of Ottawa by Petrie island beach and nature destination, shopping complexes are 5 minutes walking distance, public transport, by the queen's way a 15-minute car ride to downtown(Ottawa University) when there's no traffic!<br /><br /><b>The space</b><br />We host a zen environment that is calm and positive. The peaceful environment interior is furnished with a cozy sofa and the open an concept kitchen, supporting all of your needs. The modern designs illustrate colourful zen paintings throughout the home, bright flooring accented with barn-wood walls. The laundry room located in the lower level and is shared with everyone and is present with a Samsung washer and dryer.<br /><br /><b>Guest access</b><br />Guests have access to the stu","The neighbourhood is quiet, calm, and upon a hill overlooking the Ottawa Valley and Gatineau Hills of the province of Quebec. Enjoy daily sunsets at the Petrie Island beach park by the Ottawa river, a popular destination to Ottawa. Explore a forest trail and a children's play park located across the back yard.<br /><br />More information<br />There are numerous amenities placed within a 5-minute walking distance located at the shopping plaza including a Giant Tiger, Tim Hortons, Gabriel's Pizza, Subway, The Works Restaurant, The Johny Canuk's Bar & Grill, Starbucks, KFC and many more.","within an hour","92%","99%","f","",4,4,"t","t","Orleans",NA,45.48848,-75.47674,"Entire condominium","Entire home/apt",5,NA,NA,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Breakfast""]","$63.00",1,1125,"t",17,17,1,"2020-05-03","2021-01-16",94,10,9,10,10,10,10,"t",4,3,1,1.78
"Very nice private room and washroom located steps from byward market and the Rideau Centre.<br /><br /><b>The space</b><br />Unit is shared with a quiet university student.<br /><br /><b>Other things to note</b><br />Access to gym, pool, and sauna is included in your stay :)","","N/A","N/A","0%","f","",0,0,"t","t","Rideau-Vanier",NA,45.42669,-75.68726,"Private room in condominium","Private room",2,NA,1,1,"[""Gym"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Pool"", ""Breakfast""]","$50.00",20,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,NA
"This nice little pad built in 1942 has a cottage feel. It is located on a quiet street one block from the Rideau river.<br /><br />Walk 10 minutes to Main street for cute shops and restaurants. Or walk for 30 minutes to the Glebe or Byward market.  Exceptionally bikeable, 5 mins to Canal pathway, less to Rideau river paths. 10 minute walk to the Lees o-train station. Parking for one vehicle is available, but you will rarely need it. Easy transfers for arriving by VIA rail.<br /><br /><b>The space</b><br />Two bedrooms, one with a king size bed and the other with a triple bunk. Perfect for a small family who like to play outside (there is no room for running indoors). This small space is not suitable for more than three adults. Bunks have very low clearance, and are most suitable for small people. <br /><br />Claw foot tub, no shower. Efficient washer and dryer. Small fully functional kitchen and dining area. All freshly painted. Coffee provided for your first morning:) WIFI provided. N","We highly recommend the Green Door Restaurant, Sula Wok, and Singing Pebble books. There is a new zero waste grocery on the same stri.","N/A","N/A","N/A","f","",0,0,"t","f","Capital",NA,45.41218,-75.67346,"Entire house","Entire home/apt",5,NA,2,3,"[""Essentials"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$100.00",2,1125,"t",2,1,0,"2020-01-01","2020-02-16",100,10,10,10,10,10,10,"t",1,1,0,0.15
"**COVID-19 UPDATE: We have extended check in and out times between guests to ensure proper sanitization outlined by AirBnB. We continue to provide new sheets, duvet cover, towels and linen for the each new guest.**<br /><br />Enjoy our bright & modern basement apartment, with a full kitchen and separate entrance. <br />Ideally located 10 minutes from downtown, with easy access to Hurdman O-Train stop.<br />Walking distance to CHEO, General Hospital, and Perley Rideau.<br />One parking spot and long term stays available.<br /><br /><b>The space</b><br />Enjoy all of the conveniences of home. We offer complimentary Keurig coffee and a selection of teas. The guest suite has one bedroom with a brand-new queen mattress and can sleep two additional guests on the queen pull-out bed in the living room. Relax and unwind by watching cable TV, including access to Netflix or Prime Video by chrome cast. Our high-speed internet will keep you connected! You can stay in and cook your own meals, as wel","Our home is in a family-friendly neighbourhood with many amenities within walking distance; Trainyards shopping center (coffee shops, grocery & liquor store, amongst many others), local parks, CHEO, General Hospital and Perley Rideau.","within an hour","100%","97%","t","",0,0,"t","t","Alta Vista",NA,45.40592,-75.64091,"Entire guest suite","Entire home/apt",4,NA,1,2,"[""Coffee maker"", ""Cable TV"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher""]","$88.00",2,90,"t",30,22,2,"2020-01-21","2021-02-05",99,10,10,10,10,10,10,"t",1,1,0,2.31
"Fully Furnished private bedroom in beautifully renovated female (only) student property, steps to Ottawa U and Downtown. Comfortable second floor bedroom with lots of natural sunlight is equipped with a pillow top double bed, desk, office chair, book case, closet, & bar fridge.  Renovated kitchen with all utensils.<br />Includes central A/C, WiFi, & laundry on site.<br />This house is very safe and quiet (students studying at all times)....perfect for serious students!  All tenants are female & wonderful!<br /><br /><b>The space</b><br />This is a female only student residence with 5 bedrooms and 3 bathrooms (one is private).  Very quiet residence as students studying at all times.  No smoking, no vaping, no drinking and no drugs permitted on the property.<br /><br /><b>Guest access</b><br />In addition to your private bedroom there is a shared kitchen and 1.5 (shared) bathrooms.<br /><br /><b>Other things to note</b><br />One parking spot is available from May 1st to August 31st for a","Very young and energetic part of Downtown Ottawa, located in the heart of the student housing, steps to Ottawa U with lots of shopping, restaurants and coffee shops near by.","within a few hours","100%","81%","t","Sandy Hill",9,9,"t","t","Rideau-Vanier",NA,45.42368,-75.67921,"Private room in townhouse","Private room",1,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Paid parking on premises"", ""Washer"", ""Dryer"", ""Bathtub"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$32.00",5,120,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",9,0,9,NA
"A town home (two room available); the two rooms are upstairs (second level), shared a full bath room; two  half bath room downstairs; furnished with double bed; linen and towel; swivel chair, table and lamp. a short walk to major grocery store, banks, plaza (Metro, Dollarama, Shoppers, LCBO, TD, RBC )and bus stop (#38); walking distance to Romantic Fireplace Kitchen and BBO. I also hosting international  university student","A town home (two room available); the two rooms are upstairs (second level), shared a full bath room; two  half bath room downstairs; furnished with double bed; linen and towel; swivel chair, table and lamp. a short walk to major grocery store, banks, plaza (Metro, Dollarama, Shoppers, LCBO, TD, RBC )and bus stop (#38); walking distance to Romantic Fireplace Kitchen and BBO. I also hosting international  university student","within an hour","100%","98%","f","",0,0,"t","f","Orleans",NA,45.47682,-75.53523,"Private room in house","Private room",1,NA,1,1,"[""Wifi"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$35.00",1,1125,"t",10,8,0,"2019-12-24","2020-12-24",96,10,10,10,10,10,10,"f",3,0,3,0.72
"Cozy room for a relaxing few days while you visit the capital or travel for work.","","within an hour","67%","94%","f","",2,2,"t","f","Kanata North",NA,45.35398,-75.93826,"Private room in townhouse","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Free street parking"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Dishes and silverware"", ""Air conditioning"", ""Lock on bedroom door"", ""Dedicated workspace""]","$55.00",1,5,"t",10,5,0,"2019-12-29","2020-09-05",98,10,9,10,10,10,10,"f",2,0,2,0.73
