"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"<b>The space</b><br />Are you planning a vacation in the beautiful city of Ottawa, coming here on business, visiting family and or friends, looking or waiting for a permanent place to live, or do you just need a last minute place to stay? Then I welcome you Donna's Dwelling, an oasis in the middle of the city. I would be pleased to have you as a guest in my home. I have a fully furnished and equipped bedroom in a single house available to rent with a queen size bed and an en-suite with a shower.<br /><br />No meals are provided, but I would be pleased to offer old fashioned hospitality in a friendly, clean, comfortable, quiet, casual, non smoking, relaxing atmosphere ideally located approximately ten to fifteen minute drive to downtown attractions, across the bridge from Quebec, close to walking and biking path along the scenic Ottawa River and conveniently accessible to groceries stores, shops and restaurants. Limited use of the house, fridge, microwave and dishes, spacious back yard ","","N/A","N/A","N/A","f","",1,1,"t","f","Kitchissippi",NA,45.40159,-75.74679,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Dishwasher""]","$65.00",3,14,"t",87,1,0,"2010-07-11","2020-02-17",94,10,10,10,10,10,9,"f",1,0,1,0.67
"-Nice and quiet neighborhood<br />-Spacious room having private bathroom in basement.<br /> There are two more rooms upstairs that can be booked by the following link:<br /> https://www.airbnb.ca/rooms/18933484?preview_for_ml=true<br /><br />-Near Algonquin, Hunt Club, Woodroffe and Merivale. <br />-Very convenient place, steps away shopping areas, parks, restaurants, bus stops.","","N/A","N/A","N/A","f","",3,3,"t","f","Knoxdale-Merivale",NA,45.33277,-75.74675,"Private room in townhouse","Private room",3,NA,1,2,"[""Essentials"", ""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Heating"", ""Shampoo"", ""Stove"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Cooking basics"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Carbon monoxide alarm""]","$48.00",1,7,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",3,0,3,NA
"15-min drive to Ottawa downtown. The bedroom, located on the 2nd floor, is equipped with a double-sized bed and work desk. Private garden. Bring your swimming suit.<br /><br /><b>The space</b><br />Guests have access to the kitchen (i.e. fridge, oven, microwave, toaster, pots and pans, dishwasher, etc.), living room, garden, deck and pool. Free parking. Free WiFi.<br /><br /><b>Other things to note</b><br />Several pamphlets such as Gray Line Sightseeing, Residence of the Governor General of Canada, Canada National Museums, Ottawa Festivals, Canadian Museum of Nature, Byward Market Map, etc. are available.","A nice public park less than 2-min walk and a supermarket and some eateries within a 15-min walking distance. A list of all restaurants, cafés, etc. within a 3 km radius is available.","N/A","N/A","N/A","f","",3,3,"t","t","Innes",NA,45.44833,-75.52947,"Private room in house","Private room",2,NA,1,1,"[""Cable TV"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Pool"", ""Shampoo"", ""Lockbox""]","$60.00",1,7,"t",96,0,0,"2015-05-03","2017-10-01",93,10,9,10,10,9,10,"t",3,0,3,1.36
"2-bedroom apartment in the Heart of Downtown Ottawa, 8min walk to Ottawa University and the Byward Market. It has 2 Queen size beds and a large sectional sofa, very close to great tourist attractions...Parliament is 12min Walk and walking distance to all great restaurants and bars, the Rideau Canal is 10min walk so is the National Art Gallery. A big grocery store (Loblaws) across the street that opens 24 hrs. Great place to explore the downtown of the National Capital. Full kitchen, free Wi-Fi","","within an hour","100%","100%","f","Byward Market - Parliament Hill",14,14,"t","t","Rideau-Vanier",NA,45.42897,-75.68262,"Entire apartment","Entire home/apt",2,NA,2,2,"[""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$71.00",1,1125,"t",69,47,4,"2017-07-01","2021-02-04",94,10,9,10,10,10,9,"f",14,14,0,1.56
"Steps from: <br />Elgin Street (1 min)<br />Rideau Canal (5 mins)<br />Byward Market (20 mins)<br />Parliament (15 mins)<br /><br />Parking+Wifi+Smart TV+Netflix+Cable<br /><br />Fully equipped kitchen. <br /><br />WalkScore.com: <br />- walk: 94 (walker’s paradise)<br />- transit: 93 (rider’s paradise)<br />- bike: 75 (very bikeable)<br /><br />“Great location, close to great restaurants and shops. Erin was awesome to communicate with and very accommodating. Place was clean, quiet and the perfect place to stay if you’re ever visiting Ottawa!”<br />- Susie, November 2017<br /><br /><b>The space</b><br />The apartment is a very functional space for a couple. Perfect setup for working with a laptop. Great spot to spend a weekend and visit downtown Ottawa.<br /><br />Washer + Dryer onsite (coin operated)<br /><br />Flexible check-in/out (subject to availability)<br /><br /><b>Guest access</b><br />Entire apartment is included in this rental. Please make yourself at home.<br /><br /><b>Oth","The apartment is awesome because it is so close to everything, yet located on a quiet residential street. Great restaurant, bars, coffee shops, nightclubs, museums, etc.","within an hour","100%","93%","f","",2,2,"t","t","Somerset",NA,45.41914,-75.6878,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Bathtub"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Babysitter recommendations"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$95.00",1,1125,"t",542,9,2,"2015-03-15","2021-01-24",96,9,9,10,10,10,9,"f",2,2,0,7.52
"This home is in cottage country only 15 minutes from Kanata within the city of Ottawa with a large beach on the Ottawa river with an amazing view of the Gatineau Hills. Watch the sunset over the mountains from the hot tub or relax in the brand new Yurt Sauna with a skylight!<br /><br /><b>The space</b><br />Both bathrooms are brand new, many updates in this home within the last year. Highlights are the 8 person Yurt Sauna and 6 person hot tub that overlooks the Gatineau Hills<br /><br /><b>Guest access</b><br />The outdoor space is amazing, you will not want to spend much time indoors here. There is a trampoline for the kids, seating by the river and on the beach and 2 bonfire areas as well as the hot tub and Yurt sauna<br /><br /><b>Other things to note</b><br />There are no fences and there are other dogs that sometimes wander over, so no aggressive dogs allowed to stay","The neighbourhood is a family friendly environment","N/A","N/A","50%","f","",1,1,"t","t","West Carleton-March",NA,45.46006,-75.96696,"Entire bungalow","Entire home/apt",8,NA,4,4,"[""Coffee maker"", ""Wifi"", ""BBQ grill"", ""High chair"", ""Children\u2019s books and toys"", ""Beachfront"", ""Garden or backyard"", ""Refrigerator"", ""Hot tub"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$300.00",7,14,"t",9,0,0,"2017-07-08","2019-08-27",100,10,10,10,10,10,9,"f",1,1,0,0.21
"Bright, modern, spacious, high ceiling BASEMENT apartment situated in charming, safe neighbourhood. Private entry, door code. Private parking and deck.<br />High speed Wifi. Aircondition.<br />Fully equipped kitchen with dining.<br />Large living room, 50”Smart TV with Cable<br />TSN 1-5, SPORTSNET and MOVIE channels, NETFLIX.<br /><br />Bathroom accessories,<br />Coffee machine, toaster, microwave. Ironing. Coin operated laundry in building.<br />Apartment is cleaned and sanitized after every guest by Professional cleaning service.<br /><br /><b>The space</b><br />Great location, close to downtown and very close to the canal. Public transport just steps away. O train very close. Coffee shop, Grocery store, Liquor store, Restaurants are walking distance. Just steps from the Canal, Glebe, Elgin, Landsdowne, walking distance to Parlament Hill. Ottawa University 2 km and Carleton University 6 km. CHEO and General hospital 6 min to drive. Situated directly on the bike path. We have complim","Very nice, safe and charming Old Ottawa East neighbourhood. Famous Vegetarian Green Door restaurant just steps from the apartment. Coffee shop, Food store, Restaurants, Pharmacy, Royal Oak Pub, Loblaws and Liquor store just around the corner.","within an hour","100%","89%","t","",2,2,"t","t","Capital",NA,45.41062,-75.67846,"Entire apartment","Entire home/apt",4,NA,1,1,"[""Coffee maker"", ""Window guards"", ""Crib"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Table corner guards"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Room-darkening shades""]","$89.00",2,90,"t",42,14,0,"2017-09-22","2020-12-27",95,10,10,10,10,10,10,"f",2,2,0,1.02
"Clean, newly renovated bright basement apartment with private entrance, bathroom with laundry facilities and kitchen. Minutes away from restaurants including Starbucks, Tim Hortons, Gabriel's Pizza, Moxies, Caseys, Montanas, East Side Marios, Loblaws, Walmart, cinemas and shopping venues. Close to Blair bus station (future LRT) and highways 174 & 417. Please note: Ad description states two beds - it is actually one double bed and one futon (double).<br /><br /><b>The space</b><br />The owners live upstairs and are available if you have questions about your stay in Ottawa. Please note that the owners have children and there will be some noise during the day (8am-7pm) if you plan to sleep during that time. Also, we do not allow smoking in the premises or on our property.<br /><br /><b>Guest access</b><br />Guest access is limited to the apartment and there is free street parking for guest vehicles.<br /><br /><b>Other things to note</b><br />Approximately a 15 minute drive downtown.","Quiet neighbourhood, but central to many attractions.","N/A","N/A","N/A","f","",1,1,"t","f","Beacon Hill-Cyrville",NA,45.44222,-75.60224,"Entire apartment","Entire home/apt",3,NA,1,0,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$119.00",1,1125,"t",17,0,0,"2016-12-13","2020-01-01",92,9,10,10,10,9,9,"t",1,1,0,0.33
"Clean and cozy studio close to downtown core, beside Ottawa U.  Both street and building self are quiet and safe. A queen size bed, bedroom is separated from kitchen. Bathtub, vanity, Wifi, free parking and laundry in basement. It is on third floor of a small&old building(student housing) Walking distance to OU, stores, restaurants, Byward Market, Rideau Center, even Parliament Hill.  Several bus lines are nearby. No TV and dishwasher provided.<br /><br /><b>The space</b><br />I will provide you with the details to my studio prior to your arrival. <br />I provide my guests with my direct line and what'sapp so you can text or call me for anything you need, even if you are lost, wondering where to dine, or just simple questions about my home.<br /><br />- Comfortable bed<br />-Walk distance to OU, stores, restaurants, Byward Market, Rideau Center, even Parliament Hill<br />-A bus stop is at front street, and a main bus station is just about 500m away from my house<br />-Bedroom faces to ","This is a nonsmoking and pets free building. Building self is old. The rest units are occupied by my tenants with long term. They are students or visiting scholars. Most of them study for Master degree or PHD.  All are nice and quiet. No safety problems.I only open at least4 months to the public, no daily, weekly,...","N/A","N/A","N/A","f","",3,3,"t","t","Rideau-Vanier",NA,45.422,-75.67425,"Entire apartment","Entire home/apt",1,NA,NA,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven""]","$66.00",120,1125,"t",185,0,0,"2017-06-03","2019-11-24",94,10,9,10,10,9,9,"f",3,3,0,4.11
"Fully furnished basement apartment with private entrance in a bungalow style house. Free WiFi and parking.<br /><br /><b>The space</b><br />Guests have access to the basement apartment. Very clean and well maintained. Private entrance on side of house just steps from where you park your car is very convenient.<br /><br /><b>Guest access</b><br />Guess may access all parts of basement apartment including the common laundry area. A big closet just inside the entrance, a bedroom closet, a dresser, and bed side table.<br /><br /><b>Other things to note</b><br />There is a TV with access to Netflix or any other streaming service you have a membership to.","OC Transpo Tremblay routes - 1 minute walk<br /><br />Brand new light rail stop “tremblay” - 5 minute walk<br /><br />Via Rail - 5 minute walk<br /><br />St Laurent Mall - 7 minute walk<br /><br />Trainyards Shopping area - 5 minute walk","N/A","N/A","96%","f","",1,1,"t","t","Alta Vista",NA,45.41791,-75.64427,"Entire bungalow","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$70.00",1,1125,"t",48,18,0,"2017-12-16","2020-07-05",97,10,9,10,10,10,10,"t",1,1,0,1.25
"Stay in this beautiful spacious downtown condo with a parking spot located in the heart of Beechwood Village with near the river. Beechwood is a quiet yet vibrant neighbourhood of downtown Ottawa about 20 minute walk or 5 minute drive  from the byward market.<br /><br /><b>The space</b><br />À fair sized condo apartment with a gorgeous view of the Ottawa River. Equipped with a queen sized bed, a living room and a dining room. It's perfect to spend your week in Ottawa. Close to many restaurants, bike and walking trails and city's attractions!<br /><br /><b>Guest access</b><br />Entire apartment. Building amenities such as Swimming Pool and Fitness Centre, and Underground Parking spot.","Close to beachwood village, museums, art galleries, walking and cycling trails, the Ottawa River and many unique restaurants.","N/A","N/A","N/A","f","",1,1,"t","t","Rideau-Vanier",NA,45.43853,-75.67049,"Entire condominium","Entire home/apt",2,NA,1,1,"[""Gym"", ""Coffee maker"", ""Window guards"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Elevator"", ""Children\u2019s books and toys"", ""Ethernet connection"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Hot tub"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Children\u2019s dinnerware"", ""Outlet covers"", ""Washer"", ""Dryer"", ""Single level home"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Waterfront"", ""Heating"", ""Long term stays allowed"", ""Pool"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises"", ""Dishwasher"", ""Room-darkening shades""]","$95.00",365,1125,"t",91,0,0,"2016-03-27","2019-01-24",96,10,10,10,10,9,9,"f",1,1,0,1.53
"Sandy Hill, Ottawa: <br />Lovely Fully Furnished 3 bedroom stunningly renovated Apt. in all Brick Triplex /5 min walk to Ottawa U., 10 min. walk to Downtown, 5 min. to Cordon Bleu Culin. School <br />Safe, Serene, Modern, Charming, lovely backyard, No Partying<br /><br /><b>The space</b><br />This is a fully furnished 3 bedroom apartments, well maintained, offering a peaceful retreat.  The building accommodates an existing base of Ottawa Univ. mature students and professors or tenants with contractual summer jobs with the government, and we ask that potential tenants are respectful of the existing peace & serenity.<br /><br /><b>Guest access</b><br />This a a fully furnished 3 bedroom apartment (includes a main Kitchen, Living rm., Bathroom) and guests have access to 3 respective bedrooms within the 3 bedroom apartment.<br />There is a Washer-Dryer available on site in the lower level area which guests may use during reasonable hours (8am-11pm)","Beautiful mature trees surround Sandy Hill. This is a well established Ottawa Neighbourhood, very close (walking distance) to downtown but without the noise of Downtown Byward Market and its Nightlife. This is a quiet neighbourhood popular with Ottawa Univ. professors, Univ. students and Embassies.","within a few hours","83%","80%","t","Sandy Hill",8,8,"t","t","Rideau-Vanier",NA,45.42565,-75.67594,"Entire apartment","Entire home/apt",3,NA,3,3,"[""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Heating"", ""Long term stays allowed"", ""Hangers"", ""Dishes and silverware"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Dedicated workspace""]","$182.00",14,1125,"t",10,0,0,"2015-10-14","2019-12-21",90,9,9,9,9,10,9,"f",9,3,6,0.15
"Quiet area 0.5km-LTR station,15min walk-St. Laurent Shopping(bus-4min in Downtown),15min-Hurdman station, Trainyard mall, Cineplex,Walmart, Loblaws, FarmBoy,Dollarama, Pharmacy, restaurants,Subway,Ten Sushi, Shawarma. Clean&simple bedroom in a noise free house.Twin Ikea bed,shelf, mini table&chair.2nd mattress/futon for 2nd person if you book in advance.Please read the whole listing description.Bus stop at the house's corner. Week deals.Welcome&Shoot your Questions.<br /><br /><b>The space</b><br />2 bedrooms: one Private bedroom with twin bed, shelf, hangers, small table and 1 chair. The other with a twin mattress, locker and wardrobe.  If you book for 2 guest I can arrange an extra mattress/futon. 1 shared bathroom. Laundry ($10,00 load). No shoes up stair. I am flexible and understanding.If you have questions let me know and I will tell you what can be done. The place is unique by its quietness.<br /><br /><b>Guest access</b><br />Bathroom. Laundry ($10,00). Bedroom, twin bed,Intern","I live in Ottawa, 1.4km from Saint Laurent Shopping, 4.8 km from UOttawa(Donwtown), and almost 16 min from Trainyard mall, Walmart, Marshalls, Farm Boy, Dollarama, all according to the google maps, but to me those distances are smaller. For instance I just take 15 min walking to St. Laurent, and I am not in my best shape. The neighborhood is quiet, just birds noise, and me & my neighbors just love to keep the neighborhood like that, what makes my place unique. I live close, but not in the Town's hot points area, so wherever I go, I know my peaceful home is right here at St. Laurent area waiting for me, 5 min by car.  I may have other guests, so in respect to me, them and my neighbors, be quiet, do not make noise, and be gentle. You have the bedroom and a shared bathroom to use.","N/A","N/A","N/A","f","",1,1,"t","t","Beacon Hill-Cyrville",NA,45.42048,-75.62298,"Private room in loft","Private room",2,NA,2,1,"[""Essentials"", ""Paid parking on premises"", ""Washer"", ""Babysitter recommendations"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Shampoo"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Fire extinguisher""]","$69.00",1,1125,"t",5,0,0,"2017-06-28","2019-09-06",90,10,9,10,10,10,9,"f",1,0,1,0.11
"This is a brand new house that was finished in September 2015. It is a 3 bedroom house, I am currently living in the house and intend to rent out some of the rooms. The internet speed in the house is 150 MB download speed. Private bathroom<br /><br /><b>The space</b><br />It is brand new. The bed and furniture in the room is brand new as well. High speed Wifi internet access readily available at 500 mb download speed. If this space is booked , you can still send me an enquiry as I have other rooms listed here that may be available for you . You don't pay any cleaning fee or extra for extra guest.the bathroom is opposite to the room it is not shared.<br /><br /><b>Guest access</b><br />High speed internet 500 MB download speed <br />Kitchen <br />House amenities <br />Everything in the house is accessible to guest<br />Netflix","","a few days or more","0%","27%","f","",3,3,"t","t","Barrhaven",NA,45.24585,-75.72492,"Private room in house","Private room",2,NA,1,1,"[""Cable TV"", ""Wifi"", ""Bed linens"", ""Extra pillows and blankets"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware""]","$65.00",1,1125,"t",110,1,0,"2015-10-08","2020-02-16",91,9,9,10,10,9,9,"f",2,0,2,1.69
"This gorgeous, comfortable first floor walk out apt in a duplex has a ton of natural light, a huge king bed with it's own flat screen TV and a cozy double bed. Enjoy a fire after a long day, and wake up with complimentary coffee or tea in the mornings. Note there is an exterior security camera. <br /><br />12 mins from Canadian Tire Centre and Wesley Clover Parks, and a 1 minute drive off the 416 highway, perfect as a stopping point for the night. 20-25 min of highway driving to Parliament Hill.<br /><br /><b>The space</b><br />This beautiful walk out first floor apartment has its own fully fenced massive backyard with BBQ, is super private and quiet on a small residential street. Two doors down from Ottawa's oldest home built in 1825, this street has towering old trees and a lot of character! Note the tenants in the upstairs apartment can sometimes be heard walking so it isn't 100% soundproofed. Equipped with tons of cookware, dishes and spices, this space has everything you need to t","Note that this is a quiet residential area about a 20-25 minute drive from downtown Ottawa along the highway. It is NOT the city, and is only such a short drive due to it being highway speeds. It is roughly 25km away. Note this will take longer in any kind of rush hour traffic!","within an hour","99%","93%","f","Centretown",31,31,"t","t","Rideau-Goulbourn",NA,45.26554,-75.82416,"Entire apartment","Entire home/apt",4,NA,2,2,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove""]","$125.00",2,1125,"t",91,7,1,"2018-02-18","2021-01-18",95,10,10,10,10,10,10,"f",12,12,0,2.5
"This is a 2 story BACK unit in a detached house with 2 independent units having separate front and rear entrances, and with no overlap. Through a side door entrance, main floor has dining room-kitchen with stove, microwave, refrigerator, washer-dryer, and door to backyard. Upper level has a large living room, a separate bedroom, and a bathroom with standing shower. There is AC in the living room upstairs, sufficient for the whole unit. Location is central, 2.5km from downtown/Byward market.","","within an hour","100%","100%","f","",2,2,"t","t","Rideau-Vanier",NA,45.43533,-75.66741,"Entire house","Entire home/apt",4,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove""]","$100.00",1,28,"t",33,4,0,"2017-09-29","2021-01-04",92,10,8,10,10,9,9,"f",1,1,0,0.8
"Lean back on a leather chaise sofa and be submerged in daylight from a set of corner windows in this hip apartment. Fix a cup of coffee in a warm kitchen, walk across light wood floors, and step out onto the balcony for fresh air and lovely views.","The apartment is located beside Lansdowne Park, facing the Canal and Bank Street Bridge. It sits between Old Ottawa South and The Glebe, surrounded by idyllic homes, quiet streets, parks, and ponds. Restaurants, shops, and bars are just steps away.","within an hour","100%","94%","t","",1,1,"t","t","Capital",NA,45.39705,-75.68489,"Entire loft","Entire home/apt",2,NA,NA,1,"[""Self check-in"", ""Coffee maker"", ""Free street parking"", ""TV"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Full kitchen"", ""Free parking on premises"", ""Heating"", ""Bathroom essentials"", ""Iron"", ""Air conditioning"", ""Bedroom comforts"", ""Elevator"", ""Smoke alarm"", ""Paid parking off premises"", ""Dishwasher"", ""Fire extinguisher"", ""Room-darkening shades""]","$151.00",2,60,"t",251,16,1,"2015-01-24","2021-01-24",98,10,10,10,10,10,10,"f",1,1,0,3.4
"Comfortable room with double bed in cozy three-bedroom home. Close to Chinatown, Little Italy, 25 minute walk to Parliament Hill. Steps to public transit, tons of restaurants, pubs. Free wifi.<br /><br /><b>The space</b><br />We live in a cozy three bedroom home with all modern amenities.  It is pet and smoke free. You have a quiet private room to sleep and spend time in or you can hang out in the living room to watch your favourite show on Netflix. Since we are usually at home, you can also join us for meals and conversation, or cook your own dinner. My husband and I  are very friendly and enjoy meeting new people.<br /><br /><b>Guest access</b><br />Bathroom, living/dining room, kitchen, patio in the summer","Very diverse neighbourhood in the middle of Chinatown and Little Italy. There are tons of great restaurants, pubs and parks (including with a skateboard park and splash pad) within a 5 to 10 minute walk. Dow's Lake is also a short walk away. It's 3 kilometres to the Parliament Buildings, shopping in Glebe or the Rideau Centre and the lively Byward Market. Despite being very central, it's also a very quiet area. We are also a 10 minute walk to two community centres if you want to work out or go to the pool.","N/A","N/A","0%","f","",1,1,"t","f","Somerset",NA,45.40874,-75.7051,"Private room in house","Private room",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Breakfast"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$100.00",1,1125,"t",11,0,0,"2017-07-03","2019-09-30",100,10,10,10,10,10,10,"f",1,0,1,0.25
